;name;country_code;country;hobbies;education;hero;influence;philosophy;slug_game;game_year
9885;PRINCE Nichelle;CAN;Canada;Reading, writing, yoga;Graduated with a degree in Sports Management in 2017 from Ohio State University, Columbus (OH, USA);Footballer Christine Sinclair (CAN), three-time Olympic medallist (2020 gold, 2012 and 2016 bronze). The world's all-time leader for international goals scored for men or women with 190 goals, and is one of the most-capped active international soccer players with more than 300 caps.</p><p>Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), Copa America winner (2021), seven time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing.</p><p>Hurdler Perdita Felicien (CAN), two-time 100m hurdles Olympian (2000, 2004), two-time world championship medallist (2003 gold, 2007 silver), two-time world indoor 60m hurdles medallist (2004 gold, 2010 silver);Inspired by footballer Christine Sinclair (CAN), because she has changed what it means to be a female athlete in Canada;"""Life begins at the end of your comfort zone."" (olympic.ca, 2024)";paris-2024;2024
9896;HUMANA-PAREDES Melissa;CAN;Canada;Reading, spending time with her dog, watching television, baking;Graduated with a Bachelor's degree in Communications at York University (Toronto, ON, CAN). Studies business at the Smith School of Business at Queen's University (Kingston, ON, CAN);Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century;"Her parents. ""They've sacrificed and done so much to get me where I am. I don't know where I would be without them."" (myInfo)";"""It's not how big you are, it's how big you play."" (Instagram)";paris-2024;2024
9898;WILKERSON Brandie;CAN;Canada;Music, art, photography, fashion;Graduated in 2015 with Bachelor of Arts, Communication and Media Studies from York University (Toronto, ON, CAN );Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), and two-time Olympic gold medallist (1984, 1992).</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012);"Beach volleyball player Phil Dalhausser (USA), 2008 Olympic champion, 2007 world champion.</p><p>Beach volleyball player Bruno Schmidt (BRA), 2016 Olympic champion, 2015 world champion. </p><p>Mother Stephanie Vuilleumier: ""My lifelong inspiration has been my mother. She teaches me how to be a resilient, resourceful, honest, authentic, and a deeply joyful human which has translated into my game more than anything else."" (wilson.com)";"""Stay present."" </p><p>""Every flower must grow from dirt."" (olympic.ca)";paris-2024;2024
9901;la ROCHE Shae;CAN;Canada;Spending time with friends and family, knitting, reading;Graduated in 2018 with a degree in Youth Work from Concordia University (Montreal, CAN).</p><p>Graduated in 2014 with a degree in French and Psychology from Indiana University (Bloomington, USA);Water polo player Waneek Horn-Miller (CAN), 2000 Olympian (first Mohawk woman from Canada to ever compete in the Olympic Games), 2001 World Championships bronze medallist, 1999 Pan American Games champion;Her parents;"""You don't always get what you wish for, you get what you work for."" (olympic.ca, 26 Aug 2019)";paris-2024;2024
9914;JONES Aislin;AUS;Australia;Running with her labrador dog, Ted;Studies Commerce at Deakin University (VIC, AUS). Graduated in 2020 with Certificates III and IV in Fitness, Personal Training at FIAFitnation (AUS);Shooter Lauryn Mark (AUS), two-time Olympian (2004, 2012), four-time Commonwealth Games skeet medallist (three gold, one silver);"Her parents. ""They've always supported me in everything that I do. They help me believe that I am capable of achieving anything I set my mind to."" (Athlete, 21 May 2024)";"""Dream big."" (Athlete, 21 May 2024)";paris-2024;2024
9920;BELL Joshua;AUS;Australia;Camping, fishing, sporting events, having family time;Completed Cert IIIV and Advanced Diploma in Building and Construction;"Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist. </p><p>""Even outside of his sport, his legacy is just as big as on the court. No matter how great he became he had time for everyone and was genuine in his approach to people and life."" (Athlete, 24 Jun 2024)";"His wife and children. ""They inspire me in so many different ways to just keep pushing the limits of life and never give up."" (Athlete, 24 Jun 2024)";"""It's nice to be important, but it's more important to be nice."" (Athlete, 24 Jun 2024)</p><p>""Keep it simple, stupid."" (Athlete, 24 Jun 2024)";paris-2024;2024
9923;EVGLEVSKI Sergei;AUS;Australia;Soccer, music;Graduated in 2020 with a Bachelor's degree in Business from Victoria University (VIC, AUS);His mother, shooter Lalita Yauhleuskaya (BLR/AUS), 2000 Olympic bronze medallist (sporting pistol, 25m), six-time Olympian (1996/2000 for BLR, 2004/2008/2012/2016 for AUS), two-time world championship medallist (2010 silver, 1998 bronze);His mother, Lalita Yauhleuskaya;"""Just do it and go forward."" (Athlete, 2 Jul 2024)";paris-2024;2024
9958;DURANGO FLORES Diana;ECU;Ecuador;Drawing, music, basketball, football;Graduated with a Bachelor's degree in Military Services in 2010 from the Escuela Superior Militar Eloy Alfaro (ECU);"br>Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)";"Her son Christopher. ""He is the most important person in my life. He is my inspiration and motivation, who gives me all his love to be a better person and a better athlete. Because of him I want to be the best in my sport."" (Athlete, 1 Apr 2024)";"""I love sport to be done in the fairest possible way."" (Athlete, 1 Apr 2024)</p><p>""From what comes in sport, tomorrow will be friendship."" (Athlete, 1 Apr 2024)";paris-2024;2024
10008;NEDOV Emma;AUS;Australia;Piano, singing;Studied Exercise Science and Business at Australian Catholic University (Melbourne, VIC, AUS);"Artistic gymnast Catalina Ponor (ROU), five-time Olympic medallist (three gold, one silver, one bronze), five-time world championship medallist (three silver, two bronze).</p><p>Artistic gymnast Lauren Mitchell (AUS), two-time Olympian (2008, 2012), three-time world championship medallist (one gold, two silver), seven-time Commonwealth Games medallist (four gold, three silver). </p><p>""I looked up to her at national camps for her discipline and work ethic.” (intglymnast.com, 5 July 2024)";"Her parents. ""They have both helped shape the person I am today."" (intlgymnast.com, 5 July 2024)</p><p>Her mentor Dean Kilby. ""He stood by me when I was at my lowest point and helped me see what I was capable of and always believed in me."" (intlgymnast.com, 5 July 2024)</p><p>Her mental performance coach Dave Diggle. ""He gave me tools and structures to be able to perform my best, both in and outside gymnastics.” (intlgymnast.com, 5 July 2024)";"""Don't settle."" (intlgymnast.com, 5 July 2024)";paris-2024;2024
10015;BAYANMUNKH Narmandakh;UAE;UA Emirates;Esports-CS2 (Counter Strike video game), hiking, walking, football, food;Bachelor's degree in Psychology in 2021;Mixed martial artist Conor McGregor (IRL), Ultimate Fighting Championship (UFC) featherweight and lightweight champion, becoming the first UFC fighter to hold UFC championships in two weight classes simultaneously in 2016.</p><p>Judoka Victor Scvortov (UAE), two-time Olympian (2016, 2020), 2014 World Championships bronze medallist (-73kg), coach of United Arab Emirates (UAE) national team;"""My coach Victor Scvortov, he is my hero, his behaviour and vision, way he interacts with other people I like most."" (Athlete, 7 May 2024)";"""I just believe in God, but I'm not religious."" (Athlete, 7 May 2024)";paris-2024;2024
10078;KONE Carmel;BUR;Burkina Faso;Music, sleep;Graduated in 2023 with a degree in Maintenance at Institut des Sciences du Sport et du Developpement Humain (BUR);Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020;"His parents. ""They have supported me since I started out."" (Athlete, 14 Jun 2024)";"""Hard work pays off."" (Athlete, 14 Jun 2024)";paris-2024;2024
10091;BAYAN Hasan;SYR;Syria;Reading and swimming;Fourth and final year of study Accounting Faculty of Economics Damascus University;Judoka Shohei Ono (JPN), three-time Olympic medallist (two -73kg gold, one mixed team silver), seven-time world championship medallist (six gold, one bronze);"""My parents. they always encourage me and give me good advices."" (Athlete, 16 Jul 2024)";"""No matter how big your dreams are, if you stay committed and believe in yourself, good things will come your way.""";paris-2024;2024
10146;CHEPTEGEI Joshua;UGA;Uganda;Reading. Supports English football club Manchester United;Spent a year studying English literature at Bugema Adventist University (UGA);"Distance runner Kenenisa Bekele (ETH), four-time Olympic medallist (three gold, one silver), five-time world champion (one bronze).</p><p>""I was in primary school when Kenenisa was winning the 2004 Olympics. Also I was just beginning high school when Kenenisa was winning the Olympic Games in 2008. At that time I was very passionate about the sport and I said to myself, ‘I want to be like him when I grow up'.""(outsideonline.com, 27 Sep 2023)</p><p>Distance runner Stephen Kiprotich (UGA), 2012 Olympic and 2013 world marathon champion.</p><p>""Now the dream was getting closer because one of our countrymen had done it at the Olympic level. The dream was becoming more alive.” (outsideonline.com, 27 Sep 2023)";His wife Carol;"""If you don't believe in yourself, no one will do."" (World Athletics YouTube, 29 Jul 2021)";paris-2024;2024
10168;OROGOT Tarsis Gracious;UGA;Uganda;Listening to Kenyan music, reminding him of his training days in Nairobi;Studies Kinesiology at the University of Alabama (USA);"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Sprinter Andre De Grasse (CAN), three-time Olympic medallist at Tokyo 2020 (200m gold, 4x100m silver 100m bronze) and three-time Olympic medallist at Rio 2016 (200m silver, 100m and 4x100m bronze).</p><p>Sprinter Noah Lyles (USA), Olympic 200m bronze medallist (2020), six-time world champion (100m, 200m, 4x100m in 2023, 200m in 2022, 200m and 4x100m in 2019).</p><p>Hurdler John Akii-Bua (UGA), 1972 Olympic 400m hurdles champion";"Joshua Cheptegei (UGA), the Olympic 5000m champion, gave him good advice during the 2022 World Championships, telling him to focus only on being the world’s best.</p><p>""Before, my mind was on other things like, 'I want to be famous, I want to make a lot of money’. But he told me that the most important thing is for me to want to be the best in the world and beat everybody. And then everything else will come into place. It is something that really changed my mindset for going forward."" (olympics.com, 5 June 2023)";"""Just a boy with a dream."" (Instagram)";paris-2024;2024
